bemerkung;foto-nachweis;pollenproben vorhanden;plot;nest-label;bearbeiterIn;collection-date;post;tube;nest-material;cavity-diameter;cavity-length;n-brood-cells;n-brood-cells-leer;position nestverschluss;Nestverschluss offen (o) / zu(z);Wespe (w) /biene (b) /spinne (s) /diptera (d);rlp/he_RL-status;de_RL_status;host-family;host-species;host-food-resource;n-food-resource;n-host-individuals;n-male;n-female;n-gefressen/geschluepft;tot in kokon;n-dead-brood-cells;n-unknown-mortality;n-attacked-brood-cells;n-enemy-individuals;rlp/he_RL-status2;de_RL_status2;enemy-family-1;enemy-species-1;enemy-type-1;n-attacked-brood-cells-1;n-enemy-individuals-1;rlp/he_RL-status3;de_RL_status3;enemy-family-2;enemy-species-2;enemy-type-2;n-attacked-brood-cells-2;n-enemy-individuals-2;mortality
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-30;pb;07.10.2024;Nord;re;na;4;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-31;pb;07.10.2024;Nord;re;na;4;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-32;pb;07.10.2024;Nord;re;na;5;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
spilomena?;x;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-4;pb;07.10.2024;Nord;re;ton;2;70;3;0;0;z;w;na;na;Crabronidae;spilomena spec;na;na;0;0;0;0;x;3;3;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-5;pb;07.10.2024;Nord;re;gras;7;10;3;0;18;z;w;na;na;Sphecidae;isodontia mexicana;grillen;na;3;2;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-O-8;pb;07.10.2024;Nord;re;gras;7;155;3;0;30;z;w;na;na;Sphecidae;isodontia mexicana;grillen;na;3;3;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
nur nestbaureste;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-1;pb;07.10.2024;Nord;re;gras;7;140;0;0;17;z;w;na;na;Sphecidae;isodontia mexicana;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
leer;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-11;pb;07.10.2024;Nord;re;ton;6;na;1;0;na;na;d;♦;♦;Tachinidae;triarthria setipennis;na;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-13;pb;07.10.2024;Nord;re;ton;8;108;5;1;0;o;b;*;*;Megachilidae;osmia cornuta;pollen;na;5;1;4;0;;0;0;0;;;;;;;;;;;;;;;;alife
nur nestbaureste;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-15;pb;07.10.2024;Nord;re;gras;7;160;0;0;0;o;w;na;na;Sphecidae;isodontia mexicana;grillen;1;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
nur nestbaureste;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-17;pb;07.10.2024;Nord;re;cellophan;2;67;1;0;0;z;b;na;na;Crabronidae;passaloecus spec;pollen;na;0;0;0;0;;1;0;1;1;na;na;chrysididae;hedychrydium spec I;parasit;1;1;;;;;;;;alife
;;x;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-O-44;mw;07.10.2024;Sued;li;ton;5;115;6;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;5;0;0;;1;0;1;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;2;;;;;;;;alife
;;x;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-20;pb;07.10.2024;Nord;re;ton;5;40;2;0;10;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-22;pb;07.10.2024;Nord;re;gras;9;0;0;0;na;o;w;na;na;Sphecidae;isodontia mexicana;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-O-77;pb;07.10.2024;Sued;li;ton;6;66;3;0;0;o;na;na;na;na;na;pollen;na;0;0;0;0;;3;0;3;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;2;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-27;pb;07.10.2024;Nord;re;mulm;4;15;3;0;95;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
nicht leer!;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-3;pb;07.10.2024;Nord;re;na;7;na;1;0;na;o;d;♦;♦;Tachinidae;triarthria setipennis;na;na;0;0;0;0;;1;0;1;6;na;na;unbekannt;unbekannt;unbekannt;1;6;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-33;pb;07.10.2024;Nord;re;na;8;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-34;pb;07.10.2024;Nord;re;na;6;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-35;pb;07.10.2024;Nord;re;na;5;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-W-13;pb;07.10.2024;Sued;li;ton;6;50;1;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;1;0;1;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;2;;;;;;;;alife
;;x;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-7-1;pb;07.10.2024;Nord;re;ton;7;30;2;0;na;o;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;0;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-7-2;pb;07.10.2024;Nord;re;ton;7;30;1;1;88;o;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;0;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
nur nestbaumaterial;;;he-wi-afs-br-nord-re;he-wi-afs-br-nord-re-W-9;pb;07.10.2024;Nord;re;gras;7;90;0;0;17;z;w;na;na;Sphecidae;isodontia mexicana;grillen;10;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-O-11;lh;07.10.2024;Ost;li;ton;5;60;3;0;30;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;3;3;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-O-12;lh;07.10.2024;Ost;li;ton;7;117;3;1;23;o;na;na;na;na;na;pollen;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-O-16;lh;07.10.2024;Ost;li;mulm;4;185;3;na;0;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-W-28;pb;07.10.2024;Sued;li;ton;5;70;4;0;0;o;b;*;*;Megachilidae;osmia bicornis;pollen;na;3;3;0;0;;1;0;1;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;2;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-O-18;lh;07.10.2024;Ost;li;cellophan ;4;174;14;2;7;z;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;x;14;14;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-O-19;lh;07.10.2024;Ost;li;ton;7;14;4;1;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;0;2;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-O-20;lh;07.10.2024;Ost;li;ton;8;90;4;1;57;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;0;0;0;0;;4;4;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-O-21;lh;07.10.2024;Ost;li;ton;4;164;4;2;12;z;b;na;na;Megachilidae;osmia partim;pollen;na;0;0;0;0;x;4;3;1;3;na;na;Sapygidae;sapyga spec;cleptoparasit;1;3;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-O-22;lh;07.10.2024;Ost;li;mulm;5;143;5;2;0;z;b;na;na;Megachilidae;osmia partim;pollen;na;0;0;0;0;;5;2;3;3;3;*;Sapygidae;sapyga quinquepunctata;cleptoparasit;3;3;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-O-4;lh;07.10.2024;Ost;li;cellophan ;3;39;6;0;51;z;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;;6;6;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-1;lh;07.10.2024;Ost;li;gras;9;139;0;0;40;z;w;na;na;Sphecidae;isodontia mexicana;grillen;15;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-10;lh;07.10.2024;Ost;li;cellophan ;3;62;7;2;4;z;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;x;7;7;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-13;lh;07.10.2024;Ost;li;ton;8;17;1;0;33;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;0;0;0;0;;1;0;1;4;♦;♦;Torymidae;monodontomerus aeneus;parasit;1;4;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-14;lh;07.10.2024;Ost;li;ton;6;110;2;1;20;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-15;lh;07.10.2024;Ost;li;cellophan ;3;103;9;2;4;z;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;x;9;9;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-2;lh;07.10.2024;Ost;li;ton;7;125;3;0;37;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;1;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-23;lh;07.10.2024;Ost;li;ton;8;123;2;0;3;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;1;1;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-24-1;lh;07.10.2024;Ost;li;ton;6;26;2;0;na;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-24-2;lh;07.10.2024;Ost;li;mulm;6;60;9;0;20;z;b;G;G;Megachilidae;osmia brevicornis ;pollen;na;7;4;3;0;x;2;2;0;;;;;;;;;;;;;;;;alife
pollenreste;;;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-3;lh;07.10.2024;Ost;li;ton;5;73;3;0;41;z;na;na;na;na;na;pollen;na;0;0;0;0;;3;3;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-5;lh;07.10.2024;Ost;li;ton;6;73;1;0;120;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-6;lh;07.10.2024;Ost;li;ton;5;163;6;0;0;z;b;na;na;Megachilidae;osmia partim;pollen;na;0;0;0;0;;6;6;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-7;lh;07.10.2024;Ost;li;ton;6;123;1;0;25;o;b;na;na;Megachilidae;osmia partim;pollen;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-8;lh;07.10.2024;Ost;li;mulm;6;88;1;0;18;z;b;na;na;Megachilidae;osmia partim;pollen;na;0;0;0;0;x;1;1;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-W-9;lh;07.10.2024;Ost;li;ton;7;179;3;1;14;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;0;0;0;0;;3;3;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-1;pb;07.10.2024;Ost;re;ton;3;34;3;0;70;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;3;3;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-10;pb;07.10.2024;Ost;re;ton;5;96;7;0;2;o;na;na;na;na;na;na;na;0;0;0;7;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-13;pb;07.10.2024;Ost;re;na;4;na;10;na;na;o;na;na;na;na;na;na;na;0;0;0;10;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-14;pb;07.10.2024;Ost;re;na;8;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-15;pb;07.10.2024;Ost;re;na;8;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-16;pb;07.10.2024;Ost;re;na;8;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-17;pb;07.10.2024;Ost;re;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-18;pb;07.10.2024;Ost;re;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-19;pb;07.10.2024;Ost;re;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-23;pb;07.10.2024;Ost;re;na;4;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-25;pb;07.10.2024;Ost;re;ton;7;118;5;0;8;o;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;0;1;0;;4;4;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-W-85;pb;07.10.2024;Sued;li;ton;4;93;5;0;2;o;b;*;*;Megachilidae;osmia bicornis;na;na;1;1;0;0;;4;0;4;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;4;2;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-27;pb;07.10.2024;Ost;re;ton;6;130;5;0;1;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;5;2;3;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-29;pb;07.10.2024;Ost;re;ton;3;52;4;0;17;z;na;na;na;na;na;na;na;0;0;0;0;;4;4;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-3;pb;07.10.2024;Ost;re;cellophan;3;20;3;1;140;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-30;pb;07.10.2024;Ost;re;pflanzenfasern;4;100;6;0;0;na;w;na;na;Pompilidae;dipogon spec;na;na;0;0;0;0;x;6;6;0;;;;;;;;;;;;;;;;dead
?;x;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-31;pb;07.10.2024;Ost;re;ton;3;130;11;0;0;z;na;na;na;na;na;na;na;0;0;0;0;;11;0;11;100;♦;♦;Eulophidae;melittobia acasta;parasit;11;100;;;;;;;;alife
angefangene BZ;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-32;pb;07.10.2024;Ost;re;mulm;5;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;x;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-33;pb;07.10.2024;Ost;re;ton;4;115;8;0;na;z;w;na;na;Vespidae;eumeninae partim;na;na;0;0;0;0;x;8;8;0;;;;;;;;;;;;;;;;dead
pollenreste;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-34;pb;07.10.2024;Ost;re;ton;7;22;1;0;45;z;na;na;na;na;na;pollen;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-36;pb;07.10.2024;Ost;re;mulm;3;57;7;0;25;z;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;x;7;7;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-4;pb;07.10.2024;Ost;re;ton;4;95;10;0;0;o;na;na;na;na;na;na;na;0;0;0;10;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-5;pb;07.10.2024;Ost;re;ton;4;70;6;0;25;o;na;na;na;na;na;na;na;0;0;0;6;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-7;pb;07.10.2024;Ost;re;ton;3;70;3;0;0;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-ref-sued-li;rlp-kw-ref-sued-li-O-4;na;20.Sep.24;Sued;li;ton;6;130;4;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;0;0;0;0;;4;3;1;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;2;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-O-9;pb;07.10.2024;Ost;re;mulm;4;142;4;0;7;z;b;na;na;Megachilidae;osmia partim;pollen;na;0;0;0;0;x;4;4;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-W-11;pb;07.10.2024;Ost;re;mulm;5;25;1;0;65;o;na;na;na;na;na;na;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-W-12;pb;07.10.2024;Ost;re;pflanzenfasern;4;55;6;0;62;z;w;na;na;Pompilidae;dipogon spec;na;na;0;0;0;0;;6;6;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-W-20;pb;07.10.2024;Ost;re;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-W-21;pb;07.10.2024;Ost;re;na;7;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-W-22;pb;07.10.2024;Ost;re;pflanzenfasern;4;105;1;0;15;o;w;na;na;Pompilidae;dipogon spec;na;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-W-24;pb;07.10.2024;Ost;re;pflanzenfasern;5;114;5;1;4;z;w;na;na;Pompilidae;dipogon spec;spinnen;na;0;0;0;0;;5;5;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-W-35;pb;07.10.2024;Ost;re;ton;7;73;4;0;40;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;0;0;0;0;;4;4;0;;;;;;;;;;;;;;;;dead
;;;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-W-37;pb;07.10.2024;Ost;re;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-re;he-wi-afs-br-ost-2-re-W-6;pb;07.10.2024;Ost;re;mulm;4;73;2;0;23;z;b;na;na;Megachilidae;osmia partim;na;na;0;0;0;0;;2;0;2;30;♦;♦;Eulophidae;melittobia acasta;parasit;2;30;;;;;;;;alife
angefangene BZ;;;he-wi-ref-nord-li;he-wi-ref-nord-li-O-1;pb;07.10.2024;Nord;li;ton;5;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-nord-li;he-wi-ref-nord-li-O-10;pb;07.10.2024;Nord;li;ton;6;70;5;0;12;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;5;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-nord-li;he-wi-ref-nord-li-O-13;pb;07.10.2024;Nord;li;ton;6;145;3;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;2;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-ref-sued-li;rlp-kw-ref-sued-li-O-5;na;20.Sep.24;Sued;li;ton;6;143;2;na;0;na;na;na;na;na;na;pollen;na;0;0;0;0;;2;1;1;2;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;2;;;;;;;;dead
;;x;he-wi-ref-nord-li;he-wi-ref-nord-li-O-18;pb;07.10.2024;Nord;li;ton;8;125;4;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;1;3;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-nord-li;he-wi-ref-nord-li-O-22;pb;07.10.2024;Nord;li;ton;5;175;15;0;0;o;na;na;na;na;na;na;na;0;0;0;15;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-nord-li;he-wi-ref-nord-li-O-23;pb;07.10.2024;Nord;li;ton;5;40;2;0;0;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-nord-li;he-wi-ref-nord-li-O-25;pb;07.10.2024;Nord;li;ton;5;35;3;0;126;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-ref-nord-li;he-wi-ref-nord-li-O-26;pb;07.10.2024;Nord;li;ton;6;67;3;0;0;o;b;*;*;Megachilidae;osmia bicornis;pollen;na;1;1;0;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-nord-li;he-wi-ref-nord-li-O-28;pb;07.10.2024;Nord;li;ton;6;30;2;0;90;z;na;na;na;na;na;pollen;na;0;0;0;0;;2;2;0;;;;;;;;;;;;;;;;dead
leer;;;he-wi-ref-nord-li;he-wi-ref-nord-li-O-29;pb;07.10.2024;Nord;li;na;6;na;1;0;na;na;d;♦;♦;Tachinidae;triarthria setipennis;na;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;x;he-bv-afs-acker-ost-li;he-bv-afs-acker-ost-li-O-3;lh;14.07.2024;Ost;li;ton;6;109;8;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;6;6;0;0;;2;0;2;3;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;2;3;;;;;;;;alife
leer;;;he-wi-ref-nord-li;he-wi-ref-nord-li-O-7;pb;07.10.2024;Nord;li;na;6;na;1;0;na;na;d;♦;♦;Tachinidae;triarthria setipennis;na;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;;he-wi-ref-nord-li;he-wi-ref-nord-li-W-11;pb;07.10.2024;Nord;li;ton;5;67;3;0;45;o;na;na;na;na;na;na;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-ref-nord-li;he-wi-ref-nord-li-W-12;pb;07.10.2024;Nord;li;ton;6;170;8;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;6;3;3;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-nord-li;he-wi-ref-nord-li-W-15;pb;07.10.2024;Nord;li;ton;5;100;2;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-nord-li;he-wi-ref-nord-li-W-16;pb;07.10.2024;Nord;li;ton;5;110;5;0;0;o;na;na;na;na;na;na;na;0;0;0;5;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;he-wi-ref-nord-li;he-wi-ref-nord-li-W-17;pb;07.10.2024;Nord;li;ton;5;130;5;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;5;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-nord-li;he-wi-ref-nord-li-W-19;pb;07.10.2024;Nord;li;ton;8;60;2;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;1;1;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
