Durchgang;flaechen_ID;art;deckung;gesamtbluetendeckung;anzahl
1;HE-BV-AFS-P0;Stellaria media;3;0;
1;HE-BV-AFS-P1;Lamium album;3;1;
1;HE-BV-AFS-P1;Lamium purpureum;1;1;
1;HE-BV-AFS-P1;Lonicera xylosteum;2;1;
1;HE-BV-AFS-P1;Salix viminalis;3;1;
1;HE-BV-AFS-P1;Stellaria media;0;1;
1;HE-BV-AFS-P1;Thlaspi arvense;0;1;
1;HE-BV-AFS-P1;Veronica persica;0;1;
1;HE-BV-AFS-P2;Taraxacum sectio Ruderalia;NA;0;
1;HE-BV-AFS-P2;Thlaspi arvense;NA;0;
1;HE-BV-AFS-P2;Veronica hederifolia;NA;0;
1;HE-BV-AFS-P3;Cerastium glomeratum;NA;1;
1;HE-BV-AFS-P3;Lamium album;NA;1;
1;HE-BV-AFS-P3;Lonicera xylosteum;NA;1;
1;HE-BV-AFS-P3;Taraxacum sectio Ruderalia;NA;1;
1;HE-BV-AFS-P3;Thlaspi arvense;NA;1;
1;HE-BV-AFS-P3;Veronica hederifolia;NA;1;
1;HE-BV-AFS-P4;Capsella bursa-pastoris;1;0;
1;HE-BV-AFS-P4;Stellaria media;3;0;
1;HE-BV-AFS-P4;Thlaspi arvense;2;0;
1;HE-BV-AFS-P5;Lamium purpureum;1;1;
1;HE-BV-AFS-P5;Lonicera xylosteum;3;1;
1;HE-BV-AFS-P5;Salix spec.;1;1;
1;HE-BV-AFS-P5;Stellaria media;0;1;
1;HE-BV-AFS-P6;Lamium purpureum;3;0;
1;HE-BV-REF-P10;Lamium purpureum;3;0;
1;HE-BV-REF-P10;Stellaria media;1;0;
1;HE-BV-REF-P10;Taraxacum sectio Ruderalia;1;0;
1;HE-BV-REF-P10;Thlaspi arvense;2;0;
1;HE-BV-REF-P10;Veronica persica;3;0;
1;HE-BV-REF-P11;Taraxacum sectio Ruderalia;2;0;
1;HE-BV-REF-P11;Thlaspi arvense;2;0;
1;HE-BV-REF-P11;Veronica persica;3;0;
1;HE-BV-REF-P12;Thlaspi arvense;3;0;
1;HE-BV-REF-P12;Veronica hederifolia;1;0;
1;HE-BV-REF-P12;Veronica persica;3;0;
1;HE-BV-REF-P7;Taraxacum sectio Ruderalia;2;0;
1;HE-BV-REF-P7;Thlaspi arvense;2;0;
1;HE-BV-REF-P7;Veronica persica;3;0;
1;HE-BV-REF-P8;Thlaspi arvense;3;0;
1;HE-BV-REF-P8;Veronica hederifolia;1;0;
1;HE-BV-REF-P8;Veronica persica;3;0;
1;HE-BV-REF-P9;Arabidopsis thaliana;1;0;
1;HE-BV-REF-P9;Lamium amplexicaule;2;0;
1;HE-BV-REF-P9;Lamium purpureum;1;0;
1;HE-BV-REF-P9;Thlaspi arvense;2;0;
1;HE-BV-REF-P9;Veronica persica;3;0;
1;RLP-KW-AFS-P1;Malus domestica;1;1;
1;RLP-KW-AFS-P1;Cydonia oblonga;1;1;
1;RLP-KW-AFS-P1;Lepidium draba;3;1;
1;RLP-KW-AFS-P2; ;NA;0;
1;RLP-KW-AFS-P3;Malus domestica;2;1;
1;RLP-KW-AFS-P3;Berberis thunbergii;1;1;
1;RLP-KW-AFS-P3;Bunias orientalis;3;1;
1;RLP-KW-AFS-P3;Cydonia oblonga;3;1;
1;RLP-KW-AFS-P4;Veronica persica;3;0;
1;RLP-KW-AFS-P5;Berberis thunbergii;1;1;
1;RLP-KW-AFS-P5;Cydonia oblonga;3;1;
1;RLP-KW-AFS-P6;Bunias orientalis;2;1;
1;RLP-KW-AFS-P6;Lepidium draba;3;1;
1;RLP-KW-REF-P10;Bunias orientalis;3;1;
1;RLP-KW-REF-P10;Lamium purpureum;2;1;
1;RLP-KW-REF-P10;Veronica persica;1;1;
1;RLP-KW-REF-P11;Bunias orientalis;3;2;
1;RLP-KW-REF-P11;Lamium purpureum;2;2;
1;RLP-KW-REF-P11;Lepidium draba;3;2;
1;RLP-KW-REF-P12;Bunias orientalis;3;2;
1;RLP-KW-REF-P7;Bunias orientalis;3;2;
1;RLP-KW-REF-P7;Fumaria officinalis;1;2;
1;RLP-KW-REF-P7;Lamium purpureum;1;2;
1;RLP-KW-REF-P7;Lepidium draba;1;2;
1;RLP-KW-REF-P7;Veronica persica;1;2;
1;RLP-KW-REF-P8;Bunias orientalis;2;1;
1;RLP-KW-REF-P8;Lamium purpureum;3;1;
1;RLP-KW-REF-P8;Stellaria media;1;1;
1;RLP-KW-REF-P8;Veronica persica;1;1;
1;RLP-KW-REF-P9;Bunias orientalis;3;1;
1;RLP-KW-REF-P9;Lamium purpureum;2;1;
1;RLP-KW-REF-P9;Lepidium draba;1;1;
1;HE-WI-AFS-P1;Malus domestica;1;1;
1;HE-WI-AFS-P1;Malus domestica;1;1;
1;HE-WI-AFS-P1;Cytisus scoparius;1;1;
1;HE-WI-AFS-P1;Pyrus communis;2;1;
1;HE-WI-AFS-P1;Taraxacum sectio Ruderalia;1;1;
1;HE-WI-AFS-P10;Bellis perennis;1;0;
1;HE-WI-AFS-P10;Taraxacum sectio Ruderalia;3;0;
1;HE-WI-AFS-P11;Taraxacum sectio Ruderalia;3;1;
1;HE-WI-AFS-P12;Lamium purpureum;1;0;
1;HE-WI-AFS-P12;Taraxacum sectio Ruderalia;3;0;
1;HE-WI-AFS-P2;Taraxacum sectio Ruderalia;3;1;
1;HE-WI-AFS-P3;Bergenia crassifolia;1;1;
1;HE-WI-AFS-P3;Cytisus scoparius;1;1;
1;HE-WI-AFS-P3;Pyrus communis;1;1;
1;HE-WI-AFS-P3;Rosmarinus officinalis;1;1;
1;HE-WI-AFS-P3;Taraxacum sectio Ruderalia;1;1;
1;HE-WI-AFS-P4;Bellis perennis;1;1;
1;HE-WI-AFS-P4;Taraxacum sectio Ruderalia;3;1;
1;HE-WI-AFS-P5;Brassica oleracea;2;1;
1;HE-WI-AFS-P5;Prunus avium;1;1;
1;HE-WI-AFS-P5;Prunus domestica;1;1;
1;HE-WI-AFS-P5;Pyrus communis;1;1;
1;HE-WI-AFS-P5;Pyrus pyrifolia;1;1;
1;HE-WI-AFS-P6;Taraxacum sectio Ruderalia;3;1;
1;HE-WI-AFS-P7;Taraxacum sectio Ruderalia;3;1;
1;HE-WI-AFS-P7;Veronica persica;2;1;
1;HE-WI-AFS-P8;Taraxacum sectio Ruderalia;3;1;
1;HE-WI-AFS-P9;Taraxacum sectio Ruderalia;3;1;
1;HE-WI-AFS-P9;Veronica persica;2;1;
1;RLP-WIT-AFS-P1;Amelanchier lamarckii;1;2;
1;RLP-WIT-AFS-P1;Argyranthemum frutescens;0;2;
1;RLP-WIT-AFS-P1;Barbarea verna;1;2;
1;RLP-WIT-AFS-P1;Bellis perennis;1;2;
1;RLP-WIT-AFS-P1;Berberis aquifolium;1;2;
1;RLP-WIT-AFS-P1;Brassica oleracea;1;2;
1;RLP-WIT-AFS-P1;Cardamine hirsuta;1;2;
1;RLP-WIT-AFS-P1;Erysimum cheiri;1;2;
1;RLP-WIT-AFS-P1;Euphorbia graminae;0;2;
1;RLP-WIT-AFS-P1;Fragaria spec.;1;2;
1;RLP-WIT-AFS-P1;Galium odoratum;1;2;
1;RLP-WIT-AFS-P1;Hyacinthus orientalis;0;2;
1;RLP-WIT-AFS-P1;Lamium album;1;2;
1;RLP-WIT-AFS-P1;Lamium purpureum;2;2;
1;RLP-WIT-AFS-P1;Lunaria annua;0;2;
1;RLP-WIT-AFS-P1;Myosotis sylvatica;2;2;
1;RLP-WIT-AFS-P1;Osteospermum cv.;0;2;
1;RLP-WIT-AFS-P1;Prunus serotina;1;2;
1;RLP-WIT-AFS-P1;Rheum rhabarbarum;1;2;
1;RLP-WIT-AFS-P1;Ribes nigrum;0;2;
1;RLP-WIT-AFS-P1;Ribes rubrum;1;2;
1;RLP-WIT-AFS-P1;Stellaria media;0;2;
1;RLP-WIT-AFS-P1;Taraxacum sectio Ruderalia;1;2;
1;RLP-WIT-AFS-P1;Tulipa spec.;1;2;
1;RLP-WIT-AFS-P1;Veronica hederifolia;0;2;
1;RLP-WIT-AFS-P1;Veronica persica;0;2;
1;RLP-WIT-AFS-P1;Viola wittrockiana;1;2;
1;RLP-WIT-AFS-P2;Taraxacum sectio Ruderalia;3;0;
1;RLP-WIT-AFS-P2;Veronica persica;3;0;
1;RLP-WIT-AFS-P3;Malus domestica;1;2;
1;RLP-WIT-AFS-P3;Amelanchier lamarckii;1;2;
1;RLP-WIT-AFS-P3;Barbarea verna;0;2;
1;RLP-WIT-AFS-P3;Brassica oleracea;0;2;
1;RLP-WIT-AFS-P3;Capsella bursa-pastoris;0;2;
1;RLP-WIT-AFS-P3;Caragana arborescens;1;2;
1;RLP-WIT-AFS-P3;Cardamine hirsuta;2;2;
1;RLP-WIT-AFS-P3;Chelidonium majus;1;2;
1;RLP-WIT-AFS-P3;Claytonia perfoliata;1;2;
1;RLP-WIT-AFS-P3;Cytisus multiflorus;1;2;
1;RLP-WIT-AFS-P3;Fragaria spec.;0;2;
1;RLP-WIT-AFS-P3;Lamium album;0;2;
1;RLP-WIT-AFS-P3;Lamium purpureum;2;2;
1;RLP-WIT-AFS-P3;Malcolmia maritima;1;2;
1;RLP-WIT-AFS-P3;Myosotis sylvatica;1;2;
1;RLP-WIT-AFS-P3;Prunus avium;1;2;
1;RLP-WIT-AFS-P3;Prunus serotina;1;2;
1;RLP-WIT-AFS-P3;Ribes rubrum;0;2;
1;RLP-WIT-AFS-P3;Stellaria media;0;2;
1;RLP-WIT-AFS-P3;Taraxacum sectio Ruderalia;1;2;
1;RLP-WIT-AFS-P3;Veronica arvensis;0;2;
1;RLP-WIT-AFS-P3;Veronica persica;1;2;
1;RLP-WIT-AFS-P4;Taraxacum sectio Ruderalia;3;0;
1;RLP-WIT-AFS-P5;Alliaria petiolata;0;2;
1;RLP-WIT-AFS-P5;Allium fistulosum;1;2;
1;RLP-WIT-AFS-P5;Capsella bursa-pastoris;2;2;
1;RLP-WIT-AFS-P5;Cardamine hirsuta;0;2;
1;RLP-WIT-AFS-P5;Eleagnus spec.;2;2;
1;RLP-WIT-AFS-P5;Lamium purpureum;2;2;
1;RLP-WIT-AFS-P5;Myosotis sylvatica;1;2;
1;RLP-WIT-AFS-P5;Prunus avium;1;2;
1;RLP-WIT-AFS-P5;Ribes nigrum;1;2;
1;RLP-WIT-AFS-P5;Ribes rubrum;1;2;
1;RLP-WIT-AFS-P5;Taraxacum sectio Ruderalia;1;2;
1;RLP-WIT-AFS-P5;Veronica persica;0;2;
1;RLP-WIT-AFS-P6;Taraxacum sectio Ruderalia;3;0;
1;RLP-WIT-REF-P10;Cerastium fontanum;1;1;
1;RLP-WIT-REF-P10;Cerastium glomeratum;1;1;
1;RLP-WIT-REF-P10;Draba verna;2;1;
1;RLP-WIT-REF-P10;Plantago lanceolata;2;1;
1;RLP-WIT-REF-P10;Taraxacum sectio Ruderalia;1;1;
1;RLP-WIT-REF-P10;Veronica arvensis;0;1;
1;RLP-WIT-REF-P10;Veronica serpyllifolia;2;1;
1;RLP-WIT-REF-P11;Cerastium fontanum;2;0;
1;RLP-WIT-REF-P11;Cerastium glomeratum;2;0;
1;RLP-WIT-REF-P11;Plantago lanceolata;2;0;
1;RLP-WIT-REF-P11;Taraxacum sectio Ruderalia;2;0;
1;RLP-WIT-REF-P11;Veronica arvensis;1;0;
1;RLP-WIT-REF-P11;Veronica persica;1;0;
1;RLP-WIT-REF-P12;Bellis perennis;1;0;
1;RLP-WIT-REF-P12;Cerastium fontanum;2;0;
1;RLP-WIT-REF-P12;Cerastium glomeratum;1;0;
1;RLP-WIT-REF-P12;Draba verna;1;0;
1;RLP-WIT-REF-P12;Ranunculus repens;1;0;
1;RLP-WIT-REF-P12;Taraxacum sectio Ruderalia;2;0;
1;RLP-WIT-REF-P12;Veronica arvensis;1;0;
1;RLP-WIT-REF-P7;Arabidopsis thaliana;2;1;
1;RLP-WIT-REF-P7;Cerastium fontanum;2;1;
1;RLP-WIT-REF-P7;Cerastium glomeratum;1;1;
1;RLP-WIT-REF-P7;Lamium purpureum;0;1;
1;RLP-WIT-REF-P7;Plantago lanceolata;3;1;
1;RLP-WIT-REF-P7;Taraxacum sectio Ruderalia;0;1;
1;RLP-WIT-REF-P7;Veronica arvensis;1;1;
1;RLP-WIT-REF-P8;Cerastium fontanum;2;1;
1;RLP-WIT-REF-P8;Cerastium glomeratum;2;1;
1;RLP-WIT-REF-P8;Draba verna;1;1;
1;RLP-WIT-REF-P8;Plantago lanceolata;2;1;
1;RLP-WIT-REF-P8;Stellaria media;1;1;
1;RLP-WIT-REF-P8;Veronica arvensis;2;1;
1;RLP-WIT-REF-P9;Cerastium glomeratum;1;1;
1;RLP-WIT-REF-P9;Draba verna;1;1;
1;RLP-WIT-REF-P9;Plantago lanceolata;2;1;
1;RLP-WIT-REF-P9;Veronica arvensis;1;1;
1;RLP-WIT-REF-P9;Veronica serpyllifolia;3;1;
2;HE-BV-AFS-P0;Capsella bursa-pastoris;1;1;
2;HE-BV-AFS-P0;Matricaria chamomilla;1;1;
2;HE-BV-AFS-P0;Stellaria media;3;1;
2;HE-BV-AFS-P0;Taraxacum sectio Ruderalia;1;1;
2;HE-BV-AFS-P0;Veronica arvensis;1;1;
2;HE-BV-AFS-P1;Cydonia oblonga;1;1;
2;HE-BV-AFS-P1;Lamium album;3;1;
2;HE-BV-AFS-P1;Matricaria chamomilla;1;1;
2;HE-BV-AFS-P1;Robinia pseudoacacia;3;1;
2;HE-BV-AFS-P1;Urtica dioica;0;1;
2;HE-BV-AFS-P1;Veronica persica;1;1;
2;HE-BV-AFS-P2;Matricaria chamomilla;3;0;
2;HE-BV-AFS-P3;Lamium album;3;1;
2;HE-BV-AFS-P3;Matricaria chamomilla;3;1;
2;HE-BV-AFS-P3;Robinia pseudoacacia;1;1;
2;HE-BV-AFS-P3;Sambucus nigra;1;1;
2;HE-BV-AFS-P3;Thlaspi arvense;1;1;
2;HE-BV-AFS-P3;Urtica dioica;3;1;
2;HE-BV-AFS-P3;Veronica persica;1;1;
2;HE-BV-AFS-P4;Matricaria chamomilla;3;0;
2;HE-BV-AFS-P4;Polygonum aviculare;1;0;
2;HE-BV-AFS-P5;Aquilegia vulgaris;2;0;
2;HE-BV-AFS-P5;Myosotis arvensis;3;0;
2;HE-BV-AFS-P6;Matricaria chamomilla;2;1;
2;HE-BV-AFS-P6;Raphanus raphanistrum;3;1;
2;HE-BV-AFS-P6;Sinapis arvensis;1;1;
2;HE-BV-REF-P10;Matricaria chamomilla;2;1;
2;HE-BV-REF-P10;Polygonum aviculare;1;1;
2;HE-BV-REF-P10;Raphanus raphanistrum;2;1;
2;HE-BV-REF-P10;Sinapis arvensis;2;1;
2;HE-BV-REF-P10;Veronica persica;1;1;
2;HE-BV-REF-P11;Matricaria chamomilla;3;1;
2;HE-BV-REF-P11;Polygonum aviculare;2;1;
2;HE-BV-REF-P11;Raphanus raphanistrum;1;1;
2;HE-BV-REF-P11;Sinapis arvense;2;1;
2;HE-BV-REF-P11;Thlaspi arvense;1;1;
2;HE-BV-REF-P11;Veronica persica;0;1;
2;HE-BV-REF-P12;Matricaria chamomilla;2;2;
2;HE-BV-REF-P12;Polygonum aviculare;2;2;
2;HE-BV-REF-P12;Raphanus raphanistrum;1;2;
2;HE-BV-REF-P12;Sinapis arvense;3;2;
2;HE-BV-REF-P7;Matricaria chamomilla;3;1;
2;HE-BV-REF-P7;Sinapis arvense;2;1;
2;HE-BV-REF-P7;Thlaspi arvense;1;1;
2;HE-BV-REF-P7;Veronica persica;1;1;
2;HE-BV-REF-P8;Matricaria chamomilla;3;2;
2;HE-BV-REF-P8;Polygonum aviculare;1;2;
2;HE-BV-REF-P8;Sinapis arvense;1;2;
2;HE-BV-REF-P8;Veronica arvensis;2;2;
2;HE-BV-REF-P8;Veronica persica;1;2;
2;HE-BV-REF-P9;Matricaria chamomilla;3;2;
2;HE-BV-REF-P9;Polygonum aviculare;1;2;
2;HE-BV-REF-P9;Raphanus raphanistrum;1;2;
2;HE-BV-REF-P9;Sinapis arvense;2;2;
2;HE-BV-REF-P9;Taraxacum sectio Ruderalia;1;2;
2;HE-BV-REF-P9;Veronica arvensis;1;2;
2;HE-BV-REF-P9;Veronica persica;1;2;
2;RLP-KW-AFS-P1;Cirsium arvense;1;2;
2;RLP-KW-AFS-P1;Dipsacus fullonum;3;2;
2;RLP-KW-AFS-P1;Sinapis alba;1;2;
2;RLP-KW-AFS-P1;Veronica persica;2;2;
2;RLP-KW-AFS-P2;Veronica persica;3;0;
2;RLP-KW-AFS-P3;Cirsium arvense;1;2;
2;RLP-KW-AFS-P3;Dipsacus fullonum;3;2;
2;RLP-KW-AFS-P3;Geranium dissectum;3;2;
2;RLP-KW-AFS-P3;Veronica persica;1;2;
2;RLP-KW-AFS-P4;Cirsium arvense;3;2;
2;RLP-KW-AFS-P4;Veronica persica;3;2;
2;RLP-KW-AFS-P5;Cirsium arvense;3;1;
2;RLP-KW-AFS-P5;Convolvulus arvensis;1;1;
2;RLP-KW-AFS-P5;Geranium dissectum;2;1;
2;RLP-KW-AFS-P5;Securigeria varia;1;1;
2;RLP-KW-AFS-P5;Veronica persica;1;1;
2;RLP-KW-AFS-P6;Cirsium arvense;3;2;
2;RLP-KW-AFS-P6;Convolvulus arvensis;1;2;
2;RLP-KW-AFS-P6;Sinapis arvense;1;2;
2;RLP-KW-AFS-P6;Veronica persica;1;2;
2;RLP-KW-REF-P10;Carduus crispus;3;0;
2;RLP-KW-REF-P10;Cirsium arvense;2;0;
2;RLP-KW-REF-P10;Papaver rhoeas;1;0;
2;RLP-KW-REF-P11;Lepidium draba;1;0;
2;RLP-KW-REF-P11;Rumex crispus;2;0;
2;RLP-KW-REF-P11;Tripleurospermum perforatum;3;0;
2;RLP-KW-REF-P12;Tripleurospermum perforatum;3;0;
2;RLP-KW-REF-P12;Veronica persica;2;0;
2;RLP-KW-REF-P7;Medicago sativa;1;1;
2;RLP-KW-REF-P7;Papaver rhoeas;1;1;
2;RLP-KW-REF-P7;Sinapis alba;1;1;
2;RLP-KW-REF-P7;Trifolium resupinatum;1;1;
2;RLP-KW-REF-P7;Tripleurospermum perforatum;3;1;
2;RLP-KW-REF-P8;Carduus crispus;2;1;
2;RLP-KW-REF-P8;Cirsium arvense;2;1;
2;RLP-KW-REF-P8;Papaver rhoeas;1;1;
2;RLP-KW-REF-P8;Tripleurospermum perforatum;2;1;
2;RLP-KW-REF-P9;Carduus crispus;3;1;
2;RLP-KW-REF-P9;Cirsium arvense;2;1;
2;RLP-KW-REF-P9;Papaver rhoeas;1;1;
2;RLP-KW-REF-P9;Tripleurospermum perforatum;2;1;
2;HE-WI-AFS-P1;Allium aflatunense;1;2;
2;HE-WI-AFS-P1;Cytisus scoparius;1;2;
2;HE-WI-AFS-P1;Fragaria spec.;1;2;
2;HE-WI-AFS-P1;Genista cinerea;1;2;
2;HE-WI-AFS-P1;Hesperis matronalis;0;2;
2;HE-WI-AFS-P1;Iris germanica;1;2;
2;HE-WI-AFS-P1;Lepidium draba;1;2;
2;HE-WI-AFS-P1;Nepeta racemosa;2;2;
2;HE-WI-AFS-P1;Centaurea dealbatus;1;2;
2;HE-WI-AFS-P1;Ranunculus spec.;1;2;
2;HE-WI-AFS-P1;Rosa spec.;1;2;
2;HE-WI-AFS-P1;Rubus fruticosus;1;2;
2;HE-WI-AFS-P1;Rosmarinus officinalis;2;2;
2;HE-WI-AFS-P1;Sambucus nigra;1;2;
2;HE-WI-AFS-P1;Taraxacum sectio Ruderalia;0;2;
2;HE-WI-AFS-P1;Veronica chamaedrys;1;2;
2;HE-WI-AFS-P2;Bellis perennis;3;1;
2;HE-WI-AFS-P2;Geranium dissectum;2;1;
2;HE-WI-AFS-P2;Geranium pusillum;1;1;
2;HE-WI-AFS-P2;Lamium amplexicaule;1;1;
2;HE-WI-AFS-P2;Lamium purpureum;1;1;
2;HE-WI-AFS-P2;Taraxacum sectio Ruderalia;1;1;
2;HE-WI-AFS-P2;Veronica arvensis;1;1;
2;HE-WI-AFS-P2;Veronica persica;1;1;
2;HE-WI-AFS-P3;Alliaria petiolata;2;1;
2;HE-WI-AFS-P3;Bellis perennis;0;1;
2;HE-WI-AFS-P3;Genista cinerea;2;1;
2;HE-WI-AFS-P3;Geranium rotundifolium;0;1;
2;HE-WI-AFS-P3;Rosa spec.;1;1;
2;HE-WI-AFS-P3;Rubus idaeus;1;1;
2;HE-WI-AFS-P3;Rubus fruticosus;3;1;
2;HE-WI-AFS-P3;Rosmarinus officinalis;1;1;
2;HE-WI-AFS-P3;Symphytum officinale;2;1;
2;HE-WI-AFS-P3;Taraxacum sectio Ruderalia;1;1;
2;HE-WI-AFS-P4;Bellis perennis;3;1;
2;HE-WI-AFS-P4;Geranium dissectum;1;1;
2;HE-WI-AFS-P4;Geranium pusillum;3;1;
2;HE-WI-AFS-P4;Taraxacum sectio Ruderalia;1;1;
2;HE-WI-AFS-P4;Trifolium repens;1;1;
2;HE-WI-AFS-P4;Veronica persica;1;1;
2;HE-WI-AFS-P5;Allium schoenoprasum;2;3;
2;HE-WI-AFS-P5;Aquilegia vulgaris;1;3;
2;HE-WI-AFS-P5;Brassica oleracea;1;3;
2;HE-WI-AFS-P5;Brassica oleracea var. sabellica;2;3;
2;HE-WI-AFS-P5;Eruca vesicaria;1;3;
2;HE-WI-AFS-P5;Fragaria ananassa;2;3;
2;HE-WI-AFS-P5;Geranium dissectum;0;3;
2;HE-WI-AFS-P5;Geranium pusillum;0;3;
2;HE-WI-AFS-P5;Geranium rotundifolium;1;3;
2;HE-WI-AFS-P5;Lepidium draba;2;3;
2;HE-WI-AFS-P5;Phacelia tanacetifolia;1;3;
2;HE-WI-AFS-P5;Rubus idaeus;1;3;
2;HE-WI-AFS-P5;Rubus fruticosus;2;3;
2;HE-WI-AFS-P5;Salvia officinalis;1;3;
2;HE-WI-AFS-P5;Sambucus nigra;1;3;
2;HE-WI-AFS-P5;Veronica chamaedrys;0;3;
2;HE-WI-AFS-P5;Veronica persica;1;3;
2;HE-WI-AFS-P5;Vicia sepium;0;3;
2;HE-WI-AFS-P6;Bellis perennis;3;0;
2;HE-WI-AFS-P6;Geranium dissectum;1;0;
2;HE-WI-AFS-P6;Ranunculus acris;1;0;
2;HE-WI-AFS-P6;Taraxacum sectio Ruderalia;1;0;
2;HE-WI-REF-P10;Bellis perennis;3;0;
2;HE-WI-REF-P11;Bellis perennis;3;0;
2;HE-WI-REF-P12;Bellis perennis;3;0;
2;HE-WI-REF-P7;Veronica persica;3;0;
2;HE-WI-REF-P8; ;NA;0;
2;HE-WI-REF-P9;Taraxacum sectio Ruderalia;1;0;
2;HE-WI-REF-P9;Veronica persica;3;0;
2;RLP-WIT-AFS-P1;Achillea millefolium;1;2;
2;RLP-WIT-AFS-P1;Allium schoenoprasum;0;2;
2;RLP-WIT-AFS-P1;Aquilegia vulgaris;1;2;
2;RLP-WIT-AFS-P1;Brassica oleracea var. sabellica;1;2;
2;RLP-WIT-AFS-P1;Campanula persicifolia;1;2;
2;RLP-WIT-AFS-P1;Campanula rapunculus;1;2;
2;RLP-WIT-AFS-P1;Centaurea jacea;0;2;
2;RLP-WIT-AFS-P1;Centaurea montana;1;2;
2;RLP-WIT-AFS-P1;Dianthus barbatus;1;2;
2;RLP-WIT-AFS-P1;Digitalis purpurea;1;2;
2;RLP-WIT-AFS-P1;Geranium dissectum;0;2;
2;RLP-WIT-AFS-P1;Geranium pusillum;1;2;
2;RLP-WIT-AFS-P1;Geum urbanum;1;2;
2;RLP-WIT-AFS-P1;Iris germanica;0;2;
2;RLP-WIT-AFS-P1;Leucanthemum vulgare;2;2;
2;RLP-WIT-AFS-P1;Myosotis sylvatica;2;2;
2;RLP-WIT-AFS-P1;Nepeta racemosa;1;2;
2;RLP-WIT-AFS-P1;Phacelia tanacetifolia;1;2;
2;RLP-WIT-AFS-P1;Phuopsis stylosa;1;2;
2;RLP-WIT-AFS-P1;Hieracium pilosella;0;2;
2;RLP-WIT-AFS-P1;Plantago lanceolata;1;2;
2;RLP-WIT-AFS-P1;Polemonium caeruleum;1;2;
2;RLP-WIT-AFS-P1;Centaurea dealbatus;1;2;
2;RLP-WIT-AFS-P1;Ranunculus acris;1;2;
2;RLP-WIT-AFS-P1;Raphanus raphanistrum;0;2;
2;RLP-WIT-AFS-P1;Rheum rhabarbarum;1;2;
2;RLP-WIT-AFS-P1;Rosa spec. ;0;2;
2;RLP-WIT-AFS-P1;Silene dioica;2;2;
2;RLP-WIT-AFS-P1;Silene latifolia;0;2;
2;RLP-WIT-AFS-P1;Symphytum officinale;1;2;
2;RLP-WIT-AFS-P1;Symphytum x uplandicum;1;2;
2;RLP-WIT-AFS-P1;Trifolium pratense;0;2;
2;RLP-WIT-AFS-P1;Trifolium repens;1;2;
2;RLP-WIT-AFS-P1;Valeriana officinalis;1;2;
2;RLP-WIT-AFS-P1;Valerianella locusta;0;2;
2;RLP-WIT-AFS-P1;Viola tricolor;1;2;
2;RLP-WIT-AFS-P1;Viola wittrockiana;1;2;
2;RLP-WIT-AFS-P2;Trifolium pratense;1;0;
2;RLP-WIT-AFS-P2;Trifolium repens;3;0;
2;RLP-WIT-AFS-P3;Achillea cv.;1;2;
2;RLP-WIT-AFS-P3;Agrostemma githago;1;2;
2;RLP-WIT-AFS-P3;Centaurea cyanus;1;2;
2;RLP-WIT-AFS-P3;Centaurea jacea;1;2;
2;RLP-WIT-AFS-P3;Cerastium fontanum;1;2;
2;RLP-WIT-AFS-P3;Chelidonium majus;1;2;
2;RLP-WIT-AFS-P3;Digitalis purpurea;1;2;
2;RLP-WIT-AFS-P3;Erysimum spec.;0;2;
2;RLP-WIT-AFS-P3;Fragaria ananassa;1;2;
2;RLP-WIT-AFS-P3;Geranium pusillum;1;2;
2;RLP-WIT-AFS-P3;Lavandula angustifolia;1;2;
2;RLP-WIT-AFS-P3;Leucanthemum vulgare;1;2;
2;RLP-WIT-AFS-P3;Lotus corniculatus;1;2;
2;RLP-WIT-AFS-P3;Marrubium vulgare;0;2;
2;RLP-WIT-AFS-P3;Myosotis arvensis;1;2;
2;RLP-WIT-AFS-P3;Phacelia tanacetifolia;1;2;
2;RLP-WIT-AFS-P3;Phlomoides tuberosa;1;2;
2;RLP-WIT-AFS-P3;Polemonium caeruleum;1;2;
2;RLP-WIT-AFS-P3;Ranunculus spec.;0;2;
2;RLP-WIT-AFS-P3;Raphanus sativus;1;2;
2;RLP-WIT-AFS-P3;Rubus idaeus;1;2;
2;RLP-WIT-AFS-P3;Sedum spec.;1;2;
2;RLP-WIT-AFS-P3;Silene latifolia;2;2;
2;RLP-WIT-AFS-P3;Trifolium incarnatum;1;2;
2;RLP-WIT-AFS-P3;Trifolium pratense;1;2;
2;RLP-WIT-AFS-P3;Trifolium repens;1;2;
2;RLP-WIT-AFS-P3;Veronica arvensis;0;2;
2;RLP-WIT-AFS-P4;Trifolium repens;3;1;
2;RLP-WIT-AFS-P5;Achillea millefolium;1;1;
2;RLP-WIT-AFS-P5;Campanula rapunculus;1;1;
2;RLP-WIT-AFS-P5;Cerastium fontanum;0;1;
2;RLP-WIT-AFS-P5;Cytisus scoparius;1;1;
2;RLP-WIT-AFS-P5;Erigeron annuus;1;1;
2;RLP-WIT-AFS-P5;Fragaria ananassa;1;1;
2;RLP-WIT-AFS-P5;Geranium dissectum;0;1;
2;RLP-WIT-AFS-P5;Geranium pusillum;1;1;
2;RLP-WIT-AFS-P5;Geranium robertianum;1;1;
2;RLP-WIT-AFS-P5;Leucanthemum vulgare;1;1;
2;RLP-WIT-AFS-P5;Lupinus polyphyllus;1;1;
2;RLP-WIT-AFS-P5;Myosotis sylvatica;1;1;
2;RLP-WIT-AFS-P5;Rubus fruticosus;1;1;
